,Unnamed: 0,0,1,2,cr,bigcat,cat_name,human_typ,radius,within_cat_distance_raw,within_cat_distance,between_cat_distance,between_cat_distance_eu,between_cat_distance_resid
613,613,-17.78895354782716,13.92421272061271,1.7977851793953648,0.7926541857703605,99,other,4.813214450286183,22.66191959580827,-2.5227270931126426,-2.5227270931126426,41.367179632744104,8.540405028074808,-0.8119581473308912
614,614,-17.35760719120521,18.392719474639797,-3.041324234065826,0.8600506519855643,4,clothing,4.252028933164062,25.47210847522617,0.8845525142139081,0.8845525142139081,45.39576157487893,10.135310383023429,0.8108026030288045
615,615,-17.60032387132708,16.90422754813262,-3.423631444396832,0.8329379252407807,22,sports equipment,6.161978828079255,24.64235300537906,-0.031868953468219274,-0.031868953468219274,44.19929805877219,8.88537987747352,0.32469820476293165
616,616,-24.926103320695823,10.513114453356785,-1.5951358415982264,0.8298872198262442,99,other,3.9918551930632113,27.099458677555425,1.3568171262093998,1.3568171262093998,45.38634689618799,8.82834210466488,-0.5917972924559081
617,617,-23.22747543616647,18.636242973463244,-2.0741859428036515,0.7738843243326998,99,other,7.39648964550423,29.85175731224209,4.387486223324764,4.387486223324764,48.36159437786493,10.917983935211447,0.027189216900012525
618,618,-23.06238059090334,7.248202047666861,-2.7648222881406497,0.7537450107572061,10,food,5.922752022773545,24.332161304094555,4.56583388152832,4.56583388152832,44.36881681211127,8.459845109262295,0.759774114750364
619,619,-23.09206163939905,10.929020849830533,-5.115003278188352,0.6642099424561091,21,plant,6.612786999721766,26.05475131391035,-0.49351574565164213,-0.49351574565164213,44.97428107928824,7.7175264861566175,-0.10948226076961731
620,620,-17.191231738063045,12.419415659993728,4.09481153967972,0.7716947083526181,18,musical instrument,7.848114522094454,21.59971795077375,-1.9176412277483479,-1.9176412277483479,41.40682774937965,9.372128838383258,0.13704778730718914
621,621,-18.13714659519456,12.03369510657918,-11.149605993152708,0.76666837466694,1,animal,6.319265519807783,24.455666385037073,4.400190852521035,4.400190852521035,45.30328790685357,11.549902118836581,1.5885116969876378
622,622,-26.504715059767392,15.266195942715632,-7.00471939545563,0.769851645183248,99,other,5.318121650134897,31.37869902927653,5.710510691957545,5.710510691957545,49.69783577380299,11.738506153628844,0.05620576103099495
623,623,-18.776817314096945,10.893935881892322,-0.4235181075031575,0.798069199883355,23,tool,4.768937015296642,21.712348445829967,-0.8522308144647468,-0.8522308144647468,40.47416825286564,6.896590042712828,-0.8920354171756912
624,624,-27.3228695811775,14.14929071484054,-3.8071398966057615,0.796721822044239,99,other,6.345854258460876,31.00380531604846,4.655582721089694,4.655582721089694,49.109222329043185,11.060456169692262,-0.21145870889186114
625,625,-21.986150303141493,11.405507322661553,-5.335957089788202,0.7625245292864783,19,office supply,6.554801464860037,25.33670934639453,0.37576435744453107,0.37576435744453107,44.25039428676031,7.433708003717465,-0.2186485999195824
626,626,-22.085614952285848,4.505422659687538,-1.4609434727633908,0.7924019286912979,10,food,7.81164295266464,22.587774945613127,2.533421769212204,2.533421769212204,43.18767952929706,10.059786101203137,1.0720174721539593
627,627,-21.360403250166105,6.7932097765757735,-2.726744772229798,0.70936981289998,9,electronic device,7.157546722404137,22.579850821720544,-0.48824893472248476,-0.48824893472248476,41.86353088344122,7.956211524692309,-0.2453472790936999
628,628,-14.198073658861428,18.41938053050547,-4.120316896436344,0.850340631818451,3,body part,4.253756629284231,23.618549618405392,0.11419562633516733,0.11419562633516733,43.97362316021853,11.32015392911796,0.9755081228108509
629,629,-20.085663973282543,12.33979392276162,2.5905595733197218,0.80228106904563,22,sports equipment,7.756378604915012,23.71529907479059,-2.403308341044273,-2.403308341044273,42.92809363287823,8.048812370736673,-0.15284925078881884
